prompt,halu_test_res
What type of habitat does the Estonian population of the golden jackal primarily inhabit?,True
What treaty required new peace agreements with tribes in Oklahoma in 1867?,False
What is the efficiency of energy conservation when NADH is oxidized in oxidative phosphorylation?,True
"What is the annual retail spending in Meridian, Mississippi?",True
What river did Stephen strengthen the defence system along by erecting new fortresses?,True
Who was appointed to head the Secretariat of Women and Family on 3 June 2015?,True
What was the designation of the class to which the Soviet destroyer Smyshlyony belonged?,True
What translation of the Bible did Sierk Coolsma work on?,True
What rank did Alexander Lindsay achieve on 28 February 1806?,True
"What is the name of the character who is an art student and Sparks' fiancée in ""Across the Way""?",True
What item did Ed Hawkins claim was taken from various evidence lockers?,True
What was the length of the Ottoman ironclad Lütf-ü Celil?,True
What was the maximum speed reached by the French destroyer Dague during her sea trials?,True
What was the peak intensity of Typhoon Andy in kilometers per hour?,True
What is the release date of Chillout 06/The Ultimate Chillout?,True
What was the highest wind speed reached by Hurricane Olga?,True
"Who provided the vocals for ""Saving Light""?",True
What class of escort carrier was USS Nehenta Bay?,False
What language voice-overs were featured in Final Fantasy XIV: A Realm Reborn?,True
"Who is the author of ""A Community of Witches""?",True
What was the original purpose of the Jordan and Skaneateles Plank Road?,False
When was Western Area Command formed?,True
How many appearances did Antonín Kinský make in the top division of Czech football while at Liberec?,True
What operation did Dudley Clarke initiate to create the appearance of the 1st SAS Brigade?,True
What is the length range of female Portia schultzi?,False
What do the three twisted columns of the clock tower symbolize?,True
What is the nickname given to the relationship between Nikita and Michael?,False
"What phrase did Evan Sawdey use to describe the sentiments expressed in ""Holy Water""?",True
What was Lionel Palairet's highest score in first-class cricket?,True
What position did Henry Bell Gilkeson hold at the Bank of Romney?,False
"What was the lead single released from Alexandra Stan's album ""Unlocked""?",True
"Who is the artistic director of the Oregon Symphony for the album ""This England""?",True
What was the first single from Rise Against's album Siren Song of the Counter Culture?,True
"Who edited ""Tales of Magic and Mystery""?",True
What is the scientific name of the Perijá tapaculo?,True
What island is Oryzomys nelsoni associated with?,True
"What is the lead single of Seventeen's EP ""Your Choice""?",False
What title did Sir Ewan Forbes inherit in 1965?,False
What is the title of the premiere episode of the third season of Glee?,False
What award did Keith Elliott receive for his actions during the First Battle of Alamein?,True
What is the title of the 82nd episode of Star Trek: Deep Space Nine?,True
What was the final score of the 2011 Football League One play-off final?,False
"What was the name of the telenovela that featured ""A Puro Dolor"" as an opening theme?",True
What was the peak intensity category of Hurricane Fred?,False
What is the prevalence of the axillary arch in the European population?,False
What month and year was Lunar Lander released?,True
What was the score at half-time in the 2011 Football League Championship play-off final?,True
What style is Mike Tyson's face tattoo inspired by?,False
"What 1967 film is parodied in the title of the episode ""I Am Furious (Yellow)""?",False
Who first described the Vietnam mouse-deer?,True
What was the only tropical cyclone to make landfall on the United States in 1951?,True
What is the name of the second studio album by the Allman Brothers Band?,False
What was the final score of the 1968 Liberty Bowl?,True
"What is the key of the song ""Ilomilo""?",True
When was the Europa Point Lighthouse inaugurated?,True
What was the final score of the game between Tennessee and DePaul?,True
Who was trusted by Robert Catesby to guard the explosives in the Gunpowder Plot?,True
"Who released a remix of ""Look at Me Now"" via Twitter on February 4, 2011?",True
What is the official name of the police force established by the Police (Northern Ireland) Act 2000?,True
What was the name of the commission that evaluated and recommended changes to the Northwest Territories government and selected a new capital city?,False
What name is given to the giant living sword that falls from the sky and disrupts Mario's quest?,False
What percentage of Nevada's total population was Filipino American by 2010?,True
What did VanDerWerff describe the episode's conclusion as?,True
When was North-Eastern Area Command formed?,True
"What was the Nielsen rating for ""You Only Move Twice"" during the week of October 28 – November 3, 1996?",True
What location did Despenser reach before encountering Litster and his men?,True
"What championship did Último Guerrero win on December 22, 2008?",False
What year was the current building of King John's Hunting Lodge constructed?,True
What is the name of the public library in Juniata County?,False
What were the original call letters of WNAO-TV before they were changed?,True
What phenomenon did Størmer classify by their shapes and measured their heights up to 100 kilometers above ground?,False
What is the ant species that P. rebeli caterpillars benefit from the most during periods of food shortage?,True
What is the height of Victor Wembanyama?,True
What is the name of the installation created by Lead Pencil Studio at U District station?,True
What was the thickness of the waterline belt of Krupp cemented armour on HMS Queen Mary between 'B' and 'X' turrets?,True
What was the budget allocated for the Raynolds Expedition?,True
What does the color yellow in the Ecuadorian flag represent?,False
What types of descent can British Cypriots have?,True
What number did Jarome Iginla wear while playing for the Los Angeles Kings?,True
"What is the title of the opening theme tune to ""Yuri on Ice""?",False
What is the genre classification attributed to Speak Now by Entertainment Weekly?,True
What is the scientific name of the jackalope?,True
What was the title of the 1905 publication by Hector Munro Chadwick that was considered the best work on Anglo-Saxon society?,True
